UserID,Umur,Gender,Daerah,Kategori
U1534,78,P,Semarang,Teknologi
U1535,60,L,Semarang,Musik
U1536,65,P,Denpasar,Film
U1537,42,L,Palembang,Film
U1538,77,P,Bandung,Teknologi
U1539,36,L,Jakarta,Kuliner
U1540,28,L,Padang,Edukasi
U1541,24,L,Bandung,Kuliner
U1542,19,L,Surabaya,Game
U1543,79,P,Palembang,Teknologi
U1544,35,L,Depok,Edukasi
U1545,19,L,Depok,Fashion
U1546,39,P,Bekasi,Olahraga
U1547,36,P,Samarinda,Teknologi
U1548,71,P,Surabaya,Edukasi
U1549,23,L,Makassar,Olahraga
U1550,62,L,Surabaya,Fashion
U1551,55,P,Balikpapan,Kuliner
U1552,53,L,Bekasi,Game
U1553,54,P,Depok,Travel
U1554,32,L,Samarinda,Olahraga
U1555,53,P,Manado,Edukasi
U1556,80,L,Denpasar,Teknologi
U1557,36,L,Semarang,Olahraga
U1558,47,L,Manado,Otomotif
U1559,62,L,Bogor,Travel
U1560,29,L,Palembang,Otomotif
U1561,60,L,Palembang,Fashion
U1562,33,P,Denpasar,Olahraga
U1563,43,L,Bekasi,Fashion
U1564,37,P,Batam,Game
U1565,64,P,Jakarta,Otomotif
U1566,48,L,Padang,Otomotif
U1567,24,L,Semarang,Kuliner
U1568,65,P,Pontianak,Olahraga
U1569,72,L,Jakarta,Kuliner
U1570,42,L,Denpasar,Teknologi
U1571,78,P,Bogor,Fashion
U1572,35,P,Surabaya,Kuliner
U1573,65,L,Denpasar,Kuliner
U1574,41,L,Surabaya,Musik
U1575,77,P,Tangerang,Game
U1576,73,P,Palembang,Musik
U1577,19,L,Malang,Musik
U1578,27,P,Pontianak,Otomotif
U1579,45,L,Pontianak,Musik
U1580,34,L,Pontianak,Fashion
U1581,42,P,Makassar,Otomotif
U1582,70,P,Medan,Teknologi
U1583,21,L,Batam,Olahraga
U1584,61,L,Balikpapan,Film
U1585,31,P,Bekasi,Edukasi
U1586,49,L,Yogyakarta,Travel
U1587,43,P,Semarang,Film
U1588,30,P,Medan,Olahraga
U1589,61,L,Medan,Travel
U1590,57,L,Bekasi,Kuliner
U1591,25,P,Palembang,Game
U1592,74,P,Tangerang,Kuliner
U1593,18,L,Tangerang,Film
U1594,79,L,Bogor,Game
U1595,20,P,Balikpapan,Film
U1596,39,P,Bekasi,Game
U1597,34,L,Semarang,Game
U1598,50,P,Bandung,Film
U1599,74,P,Samarinda,Teknologi
U1600,58,P,Denpasar,Otomotif
U1601,26,P,Samarinda,Game
U1602,36,P,Medan,Kuliner
U1603,62,P,Jakarta,Film
U1604,78,L,Balikpapan,Kuliner
U1605,73,P,Jakarta,Film
U1606,19,P,Surabaya,Otomotif
U1607,41,P,Samarinda,Game
U1608,64,P,Manado,Film
U1609,29,L,Jakarta,Olahraga
U1610,36,L,Tangerang,Olahraga
U1611,16,L,Samarinda,Film
U1612,45,P,Yogyakarta,Teknologi
U1613,67,L,Depok,Film
U1614,64,L,Medan,Otomotif
U1615,22,L,Samarinda,Musik
U1616,19,P,Yogyakarta,Edukasi
U1617,31,L,Pontianak,Game
U1618,60,L,Tangerang,Edukasi
U1619,28,P,Surabaya,Otomotif
U1620,37,L,Bekasi,Olahraga
U1621,25,P,Manado,Travel
U1622,43,L,Surabaya,Otomotif
U1623,50,P,Makassar,Kuliner
U1624,48,L,Bogor,Teknologi
U1625,37,P,Medan,Kuliner
U1626,67,P,Bogor,Travel
U1627,29,L,Manado,Kuliner
U1628,79,P,Batam,Edukasi
U1629,41,P,Padang,Otomotif
U1630,54,L,Denpasar,Teknologi
U1631,18,L,Makassar,Otomotif
U1632,55,L,Semarang,Teknologi
U1633,39,P,Palembang,Teknologi
U1634,21,P,Padang,Otomotif
U1635,28,L,Padang,Musik
U1636,74,P,Manado,Fashion
U1637,18,P,Tangerang,Olahraga
U1638,45,L,Tangerang,Travel
U1639,68,L,Denpasar,Travel
U1640,78,L,Palembang,Musik
U1641,51,P,Medan,Kuliner
U1642,47,P,Denpasar,Otomotif
U1643,43,L,Depok,Teknologi
U1644,43,L,Padang,Edukasi
U1645,62,L,Semarang,Otomotif
U1646,27,P,Balikpapan,Musik
U1647,73,P,Balikpapan,Edukasi
U1648,64,L,Bandung,Fashion
U1649,42,L,Samarinda,Otomotif
U1650,30,L,Malang,Edukasi
U1651,28,L,Palembang,Kuliner
U1652,77,L,Bekasi,Musik
U1653,66,P,Semarang,Kuliner
U1654,51,L,Samarinda,Kuliner
U1655,56,P,Malang,Otomotif
U1656,58,P,Bogor,Edukasi
U1657,55,L,Yogyakarta,Teknologi
U1658,19,P,Bandung,Teknologi
U1659,78,L,Yogyakarta,Otomotif
U1660,37,L,Surabaya,Fashion
U1661,72,L,Makassar,Fashion
U1662,22,L,Padang,Film
U1663,56,P,Denpasar,Game
U1664,67,P,Yogyakarta,Edukasi
U1665,77,P,Yogyakarta,Kuliner
U1666,35,L,Tangerang,Travel
U1667,22,P,Pontianak,Olahraga
U1668,67,L,Balikpapan,Teknologi
U1669,59,P,Yogyakarta,Otomotif
U1670,23,L,Balikpapan,Kuliner
U1671,49,P,Surabaya,Fashion
U1672,35,L,Surabaya,Teknologi
U1673,30,L,Semarang,Game
U1674,61,L,Tangerang,Otomotif
U1675,17,P,Malang,Fashion
U1676,33,P,Depok,Fashion
U1677,28,P,Semarang,Kuliner
U1678,58,L,Tangerang,Teknologi
U1679,76,L,Depok,Travel
U1680,16,L,Palembang,Edukasi
U1681,66,L,Denpasar,Musik
U1682,49,P,Medan,Travel
U1683,77,L,Batam,Travel
U1684,66,L,Pontianak,Fashion
U1685,79,L,Semarang,Olahraga
U1686,33,L,Jakarta,Olahraga
U1687,70,P,Tangerang,Teknologi
U1688,73,L,Yogyakarta,Travel
U1689,78,L,Pontianak,Travel
U1690,76,L,Tangerang,Otomotif
U1691,56,P,Palembang,Kuliner
U1692,69,P,Surabaya,Kuliner
U1693,55,P,Tangerang,Travel
U1694,63,L,Balikpapan,Edukasi
U1695,43,P,Bogor,Olahraga
U1696,63,L,Batam,Travel
U1697,54,P,Denpasar,Film
U1698,31,P,Denpasar,Game
U1699,57,L,Samarinda,Game
U1700,22,P,Bogor,Game
U1701,20,P,Malang,Game
U1702,68,L,Surabaya,Edukasi
U1703,39,P,Batam,Otomotif
U1704,69,L,Bekasi,Fashion
U1705,62,P,Denpasar,Edukasi
U1706,58,L,Makassar,Film
U1707,38,L,Yogyakarta,Teknologi
U1708,40,L,Palembang,Olahraga
U1709,37,L,Palembang,Film
U1710,28,L,Batam,Teknologi
U1711,17,P,Bekasi,Edukasi
U1712,43,P,Depok,Fashion
U1713,34,P,Makassar,Otomotif
U1714,43,L,Balikpapan,Kuliner
U1715,44,P,Pontianak,Edukasi
U1716,49,P,Bandung,Teknologi
U1717,24,L,Bandung,Musik
U1718,21,L,Semarang,Teknologi
U1719,61,P,Surabaya,Musik
U1720,49,L,Bandung,Musik
U1721,24,L,Balikpapan,Otomotif
U1722,39,L,Bogor,Kuliner
U1723,71,P,Bandung,Teknologi
U1724,17,L,Makassar,Teknologi
U1725,67,L,Bogor,Edukasi
U1726,73,P,Bogor,Olahraga
U1727,18,P,Denpasar,Musik
U1728,51,L,Palembang,Otomotif
U1729,19,P,Malang,Game
U1730,80,P,Padang,Travel
U1731,72,L,Jakarta,Film
U1732,54,P,Depok,Otomotif
U1733,27,P,Palembang,Game
U1734,63,P,Batam,Otomotif
U1735,79,L,Depok,Kuliner
U1736,58,P,Samarinda,Musik
U1737,60,L,Malang,Kuliner
U1738,25,L,Denpasar,Otomotif
U1739,20,L,Palembang,Kuliner
U1740,79,L,Tangerang,Fashion
U1741,51,P,Bandung,Otomotif
U1742,30,P,Manado,Film
U1743,35,L,Semarang,Game
U1744,28,P,Samarinda,Olahraga
U1745,18,L,Bogor,Fashion
U1746,63,L,Depok,Otomotif
U1747,74,L,Malang,Fashion
U1748,75,P,Yogyakarta,Film
U1749,72,L,Palembang,Otomotif
U1750,42,L,Yogyakarta,Teknologi
U1751,30,L,Manado,Game
U1752,23,L,Manado,Fashion
U1753,43,L,Tangerang,Otomotif
U1754,41,P,Denpasar,Game
U1755,72,P,Tangerang,Edukasi
U1756,71,L,Jakarta,Travel
U1757,72,P,Denpasar,Olahraga
U1758,65,P,Yogyakarta,Edukasi
U1759,49,L,Padang,Musik
U1760,45,P,Bandung,Game
U1761,51,P,Palembang,Kuliner
U1762,73,L,Batam,Kuliner
U1763,55,P,Balikpapan,Edukasi
U1764,36,L,Medan,Olahraga
U1765,68,P,Palembang,Game
U1766,30,L,Yogyakarta,Musik
U1767,37,L,Malang,Kuliner
U1768,38,P,Jakarta,Kuliner
U1769,63,P,Makassar,Musik
U1770,31,L,Depok,Film
U1771,54,P,Bandung,Fashion
U1772,51,L,Medan,Teknologi
U1773,53,L,Palembang,Musik
U1774,23,L,Padang,Musik
U1775,22,L,Balikpapan,Teknologi
U1776,56,L,Depok,Olahraga
U1777,50,L,Jakarta,Fashion
U1778,39,L,Jakarta,Travel
U1779,69,L,Jakarta,Musik
U1780,38,P,Palembang,Travel
U1781,42,L,Jakarta,Teknologi
U1782,37,L,Bekasi,Musik
U1783,73,P,Padang,Travel
U1784,34,P,Manado,Film
U1785,16,L,Malang,Olahraga
U1786,17,L,Balikpapan,Otomotif
U1787,38,L,Depok,Olahraga
U1788,51,L,Surabaya,Musik
U1789,79,P,Depok,Edukasi
U1790,62,P,Denpasar,Travel
U1791,25,P,Yogyakarta,Edukasi
U1792,16,L,Jakarta,Olahraga
U1793,75,L,Pontianak,Kuliner
U1794,55,L,Bogor,Edukasi
U1795,63,L,Manado,Kuliner
U1796,77,L,Makassar,Olahraga
U1797,34,L,Jakarta,Kuliner
U1798,37,P,Batam,Edukasi
U1799,73,L,Manado,Olahraga
U1800,48,P,Batam,Film
U1801,63,L,Jakarta,Fashion
U1802,39,P,Padang,Otomotif
U1803,47,L,Palembang,Otomotif
U1804,49,L,Bekasi,Travel
U1805,30,L,Yogyakarta,Game
U1806,49,P,Denpasar,Fashion
U1807,72,L,Batam,Otomotif
U1808,35,P,Balikpapan,Fashion
U1809,63,L,Manado,Fashion
U1810,22,L,Palembang,Olahraga
U1811,35,L,Bandung,Edukasi
U1812,40,L,Batam,Fashion
U1813,52,P,Padang,Travel
U1814,17,L,Semarang,Teknologi
U1815,69,P,Balikpapan,Edukasi
U1816,31,L,Jakarta,Teknologi
U1817,68,P,Tangerang,Game
U1818,30,P,Makassar,Musik
U1819,71,P,Samarinda,Kuliner
U1820,41,L,Palembang,Fashion
U1821,58,P,Manado,Kuliner
U1822,47,L,Samarinda,Edukasi
U1823,20,L,Palembang,Olahraga
U1824,68,L,Tangerang,Edukasi
U1825,74,P,Depok,Fashion
U1826,60,L,Medan,Teknologi
U1827,66,P,Surabaya,Teknologi
U1828,80,P,Semarang,Travel
U1829,68,P,Medan,Edukasi
U1830,71,L,Bogor,Musik
U1831,16,P,Semarang,Teknologi
U1832,21,P,Surabaya,Fashion
U1833,41,L,Yogyakarta,Musik
U1834,61,L,Medan,Olahraga
U1835,57,L,Manado,Fashion
U1836,79,P,Malang,Kuliner
U1837,60,L,Pontianak,Teknologi
U1838,27,P,Surabaya,Fashion
U1839,76,P,Batam,Fashion
U1840,26,P,Depok,Edukasi
U1841,31,L,Palembang,Travel
U1842,17,L,Tangerang,Kuliner
U1843,54,L,Depok,Fashion
U1844,72,P,Makassar,Fashion
U1845,48,P,Samarinda,Travel
U1846,23,L,Semarang,Kuliner
U1847,50,P,Surabaya,Fashion
U1848,24,P,Pontianak,Film
U1849,46,L,Batam,Kuliner
U1850,77,P,Batam,Kuliner
U1851,51,L,Batam,Otomotif
U1852,25,L,Semarang,Game
U1853,33,L,Palembang,Teknologi
U1854,39,L,Medan,Fashion
U1855,49,L,Bogor,Kuliner
U1856,51,P,Surabaya,Game
U1857,31,P,Pontianak,Teknologi
U1858,42,P,Tangerang,Kuliner
U1859,33,L,Semarang,Olahraga
U1860,16,L,Tangerang,Teknologi
U1861,36,L,Balikpapan,Olahraga
U1862,70,P,Samarinda,Film
U1863,62,L,Bandung,Travel
U1864,49,L,Depok,Game
U1865,20,L,Batam,Film
U1866,60,P,Bekasi,Game
U1867,23,L,Jakarta,Fashion
U1868,53,P,Pontianak,Fashion
U1869,56,L,Depok,Edukasi
U1870,67,L,Manado,Otomotif
U1871,73,L,Makassar,Kuliner
U1872,38,P,Medan,Travel
U1873,53,P,Padang,Olahraga
U1874,27,P,Medan,Olahraga
U1875,61,P,Medan,Musik
U1876,24,L,Palembang,Teknologi
U1877,79,L,Palembang,Film
U1878,48,P,Bogor,Teknologi
U1879,77,P,Yogyakarta,Fashion
U1880,38,P,Palembang,Kuliner
U1881,61,P,Pontianak,Otomotif
U1882,75,L,Batam,Travel
U1883,54,P,Samarinda,Musik
U1884,56,L,Pontianak,Game
U1885,39,L,Yogyakarta,Olahraga
U1886,66,L,Bekasi,Film
U1887,50,P,Surabaya,Game
U1888,52,P,Samarinda,Musik
U1889,72,P,Samarinda,Edukasi
U1890,77,L,Batam,Travel
U1891,28,L,Manado,Musik
U1892,72,L,Samarinda,Fashion
U1893,24,L,Medan,Otomotif
U1894,65,L,Depok,Film
U1895,60,L,Samarinda,Fashion
U1896,40,L,Bogor,Olahraga
U1897,55,L,Batam,Teknologi
U1898,39,P,Bekasi,Musik
U1899,69,P,Makassar,Fashion
U1900,61,L,Malang,Otomotif
U1901,39,L,Pontianak,Game
U1902,76,P,Pontianak,Musik
U1903,62,P,Bandung,Edukasi
U1904,20,P,Samarinda,Film
U1905,35,L,Bandung,Fashion
U1906,54,P,Makassar,Travel
U1907,33,P,Balikpapan,Otomotif
U1908,77,P,Jakarta,Musik
U1909,17,L,Batam,Teknologi
U1910,61,P,Denpasar,Olahraga
U1911,17,P,Yogyakarta,Kuliner
U1912,41,P,Padang,Musik
U1913,75,P,Denpasar,Travel
U1914,25,L,Bekasi,Travel
U1915,62,P,Palembang,Olahraga
U1916,64,L,Jakarta,Game
U1917,71,P,Makassar,Olahraga
U1918,78,L,Bekasi,Travel
U1919,21,L,Bogor,Teknologi
U1920,62,L,Samarinda,Travel
U1921,29,L,Bandung,Teknologi
U1922,27,P,Malang,Fashion
U1923,36,L,Bogor,Teknologi
U1924,32,P,Bandung,Travel
U1925,35,L,Pontianak,Kuliner
U1926,57,P,Malang,Film
U1927,38,P,Surabaya,Travel
U1928,79,L,Makassar,Fashion
U1929,41,P,Depok,Edukasi
U1930,77,P,Denpasar,Musik
U1931,66,P,Tangerang,Film
U1932,67,L,Pontianak,Kuliner
U1933,58,P,Bandung,Musik
U1934,19,P,Samarinda,Olahraga
U1935,39,P,Batam,Kuliner
U1936,40,P,Pontianak,Game
U1937,60,P,Bogor,Travel
U1938,28,P,Batam,Edukasi
U1939,57,P,Manado,Otomotif
U1940,74,L,Tangerang,Film
U1941,68,L,Yogyakarta,Kuliner
U1942,67,L,Makassar,Edukasi
U1943,37,L,Padang,Olahraga
U1944,73,P,Medan,Fashion
U1945,68,L,Yogyakarta,Musik
U1946,24,P,Medan,Edukasi
U1947,79,P,Semarang,Musik
U1948,25,L,Malang,Fashion
U1949,56,L,Batam,Travel
U1950,58,L,Denpasar,Edukasi
U1951,42,L,Palembang,Edukasi
U1952,37,L,Bandung,Teknologi
U1953,60,L,Bandung,Teknologi
U1954,47,L,Depok,Musik
U1955,77,L,Bandung,Edukasi
U1956,74,P,Padang,Teknologi
U1957,72,L,Tangerang,Kuliner
U1958,51,P,Jakarta,Teknologi
U1959,67,P,Batam,Game
U1960,55,P,Denpasar,Musik
U1961,49,P,Batam,Musik
U1962,33,P,Palembang,Otomotif
U1963,60,P,Padang,Kuliner
U1964,28,L,Medan,Game
U1965,64,L,Batam,Musik
U1966,38,P,Palembang,Edukasi
U1967,37,L,Manado,Fashion
U1968,74,P,Yogyakarta,Teknologi
U1969,39,P,Bekasi,Kuliner
U1970,42,L,Samarinda,Olahraga
U1971,76,L,Balikpapan,Kuliner
U1972,79,P,Manado,Game
U1973,50,P,Semarang,Game
U1974,54,P,Manado,Musik
U1975,26,L,Medan,Teknologi
U1976,42,P,Medan,Kuliner
U1977,30,P,Pontianak,Otomotif
U1978,80,P,Padang,Kuliner
U1979,43,L,Bekasi,Teknologi
U1980,68,P,Samarinda,Edukasi
U1981,75,L,Batam,Game
U1982,49,P,Medan,Otomotif
U1983,38,P,Depok,Otomotif
U1984,65,L,Jakarta,Kuliner
U1985,79,L,Bogor,Musik
U1986,77,L,Malang,Otomotif
U1987,51,L,Bekasi,Otomotif
U1988,79,P,Medan,Olahraga
U1989,64,L,Pontianak,Game
U1990,69,P,Pontianak,Edukasi
U1991,16,L,Makassar,Teknologi
U1992,18,L,Tangerang,Fashion
U1993,42,L,Yogyakarta,Fashion
U1994,40,P,Surabaya,Otomotif
U1995,33,L,Jakarta,Olahraga
U1996,23,P,Medan,Musik
U1997,52,P,Medan,Film
U1998,44,L,Semarang,Otomotif
U1999,26,P,Denpasar,Film
U2000,57,L,Bogor,Fashion
U2001,33,L,Depok,Fashion
U2002,60,L,Pontianak,Teknologi
U2003,23,P,Pontianak,Travel
U2004,32,L,Semarang,Film
U2005,33,P,Bekasi,Travel
U2006,55,P,Jakarta,Edukasi
U2007,17,L,Surabaya,Kuliner
U2008,61,P,Tangerang,Fashion
U2009,23,P,Tangerang,Edukasi
U2010,58,P,Makassar,Film
U2011,43,L,Padang,Edukasi
U2012,32,P,Palembang,Olahraga
U2013,69,L,Depok,Kuliner
U2014,24,L,Denpasar,Fashion
U2015,56,L,Jakarta,Edukasi
U2016,52,L,Manado,Fashion
U2017,20,L,Yogyakarta,Game
U2018,42,L,Denpasar,Fashion
U2019,61,P,Palembang,Film
U2020,31,P,Bekasi,Game
U2021,52,L,Jakarta,Otomotif
U2022,59,P,Depok,Travel
U2023,76,L,Medan,Edukasi
U2024,66,L,Medan,Otomotif
U2025,71,P,Medan,Kuliner
U2026,42,L,Samarinda,Travel
U2027,54,P,Medan,Musik
U2028,50,P,Padang,Film
U2029,61,L,Denpasar,Teknologi
U2030,50,L,Batam,Fashion
U2031,44,L,Depok,Film
U2032,69,L,Batam,Game
U2033,22,L,Padang,Olahraga
U2034,68,L,Bekasi,Travel
U2035,41,L,Medan,Musik
U2036,30,P,Batam,Otomotif
U2037,62,L,Malang,Olahraga
U2038,38,L,Balikpapan,Teknologi
U2039,45,P,Balikpapan,Olahraga
U2040,60,P,Jakarta,Musik
U2041,54,L,Batam,Game
U2042,58,L,Denpasar,Musik
U2043,61,L,Manado,Otomotif
U2044,63,L,Malang,Olahraga
U2045,25,L,Tangerang,Edukasi
U2046,25,P,Malang,Edukasi
U2047,47,P,Semarang,Film
U2048,62,L,Balikpapan,Olahraga
U2049,36,P,Bandung,Teknologi
U2050,32,L,Samarinda,Teknologi
U2051,80,L,Manado,Fashion
U2052,24,L,Pontianak,Film
U2053,66,L,Bekasi,Edukasi
U2054,28,P,Surabaya,Musik
U2055,42,P,Denpasar,Olahraga
U2056,39,L,Bandung,Olahraga
U2057,68,P,Surabaya,Teknologi
U2058,19,P,Bandung,Olahraga
U2059,45,P,Padang,Kuliner
U2060,76,P,Samarinda,Olahraga
U2061,40,L,Batam,Fashion
U2062,34,P,Jakarta,Kuliner
U2063,31,P,Jakarta,Teknologi
U2064,69,P,Pontianak,Kuliner
U2065,51,L,Medan,Game
U2066,37,P,Malang,Olahraga
U2067,16,L,Medan,Game
U2068,55,P,Bogor,Game
U2069,40,P,Jakarta,Game
U2070,70,L,Semarang,Musik
U2071,28,L,Samarinda,Film
U2072,27,P,Padang,Otomotif
U2073,71,L,Malang,Edukasi
U2074,32,P,Bogor,Fashion
U2075,25,P,Manado,Teknologi
U2076,16,L,Balikpapan,Teknologi
U2077,17,P,Manado,Game
U2078,66,L,Palembang,Kuliner
U2079,36,L,Bogor,Edukasi
U2080,52,L,Bogor,Film
U2081,47,P,Denpasar,Film
U2082,76,L,Depok,Musik
U2083,27,L,Samarinda,Otomotif
U2084,70,L,Balikpapan,Film
U2085,46,P,Samarinda,Teknologi
U2086,47,L,Denpasar,Teknologi
U2087,62,P,Medan,Game
U2088,40,P,Yogyakarta,Game
U2089,62,P,Yogyakarta,Fashion
U2090,46,L,Tangerang,Kuliner
U2091,32,L,Malang,Musik
U2092,19,L,Batam,Game
U2093,51,P,Surabaya,Game
U2094,26,P,Bogor,Travel
U2095,77,P,Surabaya,Olahraga
U2096,68,L,Makassar,Otomotif
U2097,64,P,Manado,Film
U2098,23,L,Surabaya,Travel
U2099,70,L,Makassar,Travel
U2100,20,P,Bekasi,Teknologi
U2101,68,L,Bandung,Musik
U2102,29,L,Manado,Travel
U2103,33,L,Manado,Kuliner
U2104,40,L,Bogor,Film
U2105,54,P,Depok,Game
U2106,57,L,Batam,Teknologi
U2107,79,P,Bekasi,Film
U2108,41,L,Balikpapan,Kuliner
U2109,32,L,Depok,Fashion
U2110,26,L,Balikpapan,Fashion
U2111,51,L,Malang,Edukasi
U2112,61,L,Semarang,Otomotif
U2113,26,P,Yogyakarta,Kuliner
U2114,23,P,Bekasi,Musik
U2115,33,P,Bogor,Edukasi
U2116,16,P,Bandung,Olahraga
U2117,36,P,Palembang,Musik
U2118,32,L,Jakarta,Game
U2119,79,L,Surabaya,Film
U2120,36,L,Balikpapan,Otomotif
U2121,19,L,Surabaya,Travel
U2122,76,L,Palembang,Game
U2123,17,P,Denpasar,Travel
U2124,19,P,Balikpapan,Musik
U2125,57,P,Yogyakarta,Travel
U2126,23,L,Semarang,Teknologi
U2127,73,L,Manado,Film
U2128,77,L,Yogyakarta,Kuliner
U2129,27,P,Surabaya,Olahraga
U2130,16,P,Batam,Game
U2131,74,P,Semarang,Musik
U2132,31,P,Medan,Travel
U2133,25,L,Depok,Fashion
U2134,63,P,Makassar,Edukasi
U2135,19,P,Manado,Otomotif
U2136,57,P,Samarinda,Fashion
U2137,24,P,Depok,Game
U2138,77,P,Makassar,Kuliner
U2139,39,P,Medan,Olahraga
U2140,46,L,Bekasi,Teknologi
U2141,48,P,Bandung,Edukasi
U2142,63,L,Pontianak,Musik
U2143,62,L,Tangerang,Fashion
U2144,46,L,Pontianak,Kuliner
U2145,40,L,Padang,Fashion
U2146,69,L,Tangerang,Edukasi
U2147,47,L,Medan,Travel
U2148,72,L,Palembang,Film
U2149,34,P,Bogor,Travel
U2150,41,L,Denpasar,Fashion
U2151,53,P,Malang,Teknologi
U2152,17,P,Bekasi,Kuliner
U2153,25,P,Palembang,Edukasi
U2154,62,L,Bandung,Edukasi
U2155,35,P,Denpasar,Fashion
U2156,79,L,Makassar,Fashion
U2157,26,L,Depok,Fashion
U2158,73,P,Denpasar,Game
U2159,49,P,Tangerang,Olahraga
U2160,63,P,Batam,Musik
U2161,46,P,Makassar,Edukasi
U2162,77,P,Padang,Otomotif
U2163,40,P,Manado,Olahraga
U2164,25,L,Bandung,Kuliner
U2165,45,P,Batam,Teknologi
U2166,32,L,Palembang,Fashion
U2167,78,P,Semarang,Otomotif
U2168,50,L,Palembang,Fashion
U2169,63,L,Surabaya,Musik
U2170,44,L,Bandung,Otomotif
U2171,46,P,Denpasar,Musik
U2172,56,P,Makassar,Teknologi
U2173,58,P,Jakarta,Edukasi
U2174,47,L,Manado,Film
U2175,29,L,Palembang,Game
U2176,57,L,Manado,Travel
U2177,72,L,Malang,Olahraga
U2178,42,L,Palembang,Fashion
U2179,54,L,Pontianak,Edukasi
U2180,25,P,Bogor,Musik
U2181,40,P,Bekasi,Teknologi
U2182,57,L,Manado,Fashion
U2183,29,L,Bogor,Fashion
U2184,49,P,Semarang,Travel
U2185,21,L,Bogor,Olahraga
U2186,30,L,Tangerang,Kuliner
U2187,26,L,Bandung,Film
U2188,57,L,Samarinda,Kuliner
U2189,32,L,Makassar,Game
U2190,54,P,Bekasi,Edukasi
U2191,29,P,Denpasar,Travel
U2192,21,P,Samarinda,Musik
U2193,50,L,Depok,Game
U2194,77,P,Makassar,Travel
U2195,33,P,Jakarta,Fashion
U2196,60,P,Surabaya,Musik
U2197,53,P,Malang,Travel
U2198,66,L,Bandung,Edukasi
U2199,25,L,Batam,Game
U2200,58,P,Makassar,Otomotif
U2201,57,P,Makassar,Edukasi
U2202,51,L,Padang,Teknologi
U2203,32,P,Bogor,Musik
U2204,21,L,Yogyakarta,Kuliner
U2205,75,L,Yogyakarta,Film
U2206,31,P,Tangerang,Game
U2207,20,L,Semarang,Kuliner
U2208,64,L,Medan,Film
U2209,43,L,Palembang,Game
U2210,45,L,Depok,Fashion
U2211,53,L,Samarinda,Film
U2212,76,P,Yogyakarta,Olahraga
U2213,16,P,Depok,Kuliner
U2214,58,L,Pontianak,Film
U2215,34,L,Bogor,Musik
U2216,25,P,Manado,Olahraga
U2217,74,L,Makassar,Teknologi
U2218,76,P,Medan,Fashion
U2219,21,P,Bekasi,Travel
U2220,55,P,Tangerang,Kuliner
U2221,24,L,Malang,Film
U2222,43,P,Depok,Otomotif
U2223,30,P,Pontianak,Film
U2224,23,L,Malang,Fashion
U2225,49,L,Semarang,Game
U2226,53,P,Samarinda,Olahraga
U2227,35,L,Batam,Film
U2228,80,L,Malang,Film
U2229,72,P,Bandung,Olahraga
U2230,26,P,Semarang,Olahraga
U2231,73,P,Pontianak,Otomotif
U2232,74,P,Bogor,Edukasi
U2233,27,P,Depok,Kuliner
U2234,47,L,Pontianak,Game
U2235,19,L,Jakarta,Kuliner
U2236,79,P,Batam,Game
U2237,29,P,Balikpapan,Film
U2238,36,P,Yogyakarta,Film
U2239,38,P,Jakarta,Game
U2240,52,P,Bogor,Kuliner
U2241,75,L,Tangerang,Film
U2242,37,P,Pontianak,Edukasi
U2243,24,L,Bandung,Film
U2244,40,P,Bandung,Fashion
U2245,27,L,Samarinda,Kuliner
U2246,46,P,Balikpapan,Kuliner
U2247,38,L,Depok,Musik
U2248,35,P,Balikpapan,Teknologi
U2249,38,L,Palembang,Film
U2250,51,P,Pontianak,Film
U2251,49,P,Semarang,Otomotif
U2252,58,L,Tangerang,Game
U2253,36,L,Depok,Edukasi
U2254,61,L,Depok,Travel
U2255,67,L,Batam,Olahraga
U2256,44,L,Bekasi,Fashion
U2257,35,L,Manado,Film
U2258,75,P,Padang,Travel
U2259,30,L,Yogyakarta,Travel
U2260,77,L,Denpasar,Fashion
U2261,19,L,Medan,Teknologi
U2262,54,L,Padang,Film
U2263,73,L,Palembang,Musik
U2264,34,L,Jakarta,Teknologi
U2265,55,L,Tangerang,Olahraga
U2266,51,P,Semarang,Game
U2267,66,L,Bogor,Fashion
U2268,16,P,Malang,Olahraga
U2269,40,P,Pontianak,Edukasi
U2270,59,L,Makassar,Otomotif
U2271,29,L,Manado,Game
U2272,18,P,Surabaya,Olahraga
U2273,66,P,Yogyakarta,Olahraga
U2274,31,L,Bandung,Teknologi
U2275,32,L,Jakarta,Film
U2276,80,P,Semarang,Fashion
U2277,53,P,Yogyakarta,Musik
U2278,50,L,Bogor,Otomotif
U2279,41,P,Batam,Teknologi
U2280,31,L,Medan,Musik
U2281,52,P,Bandung,Musik
U2282,41,L,Jakarta,Travel
U2283,71,P,Yogyakarta,Kuliner
U2284,19,L,Bandung,Edukasi
U2285,33,L,Bogor,Olahraga
U2286,52,P,Padang,Fashion
U2287,24,P,Bandung,Teknologi
U2288,21,L,Padang,Edukasi
U2289,65,L,Depok,Teknologi
U2290,50,L,Padang,Game
U2291,69,P,Palembang,Film
U2292,39,P,Malang,Film
U2293,60,P,Medan,Edukasi
U2294,45,P,Yogyakarta,Teknologi
U2295,27,L,Batam,Film
U2296,53,P,Semarang,Olahraga
U2297,31,P,Tangerang,Kuliner
U2298,26,P,Pontianak,Fashion
U2299,25,P,Bekasi,Fashion
U2300,79,P,Tangerang,Musik
